Year,Sport,Discipline,Gender,Event,Country,Medal,,Individual Medal Breakdown,,,Total Metal Breakdown,
1980,Biathlon,Biathlon,Men,10KM,URS,Bronze,,URS,2,,URS,4
1984,Biathlon,Biathlon,Men,10KM,GDR,Bronze,,GDR,1,,GDR,3
1988,Biathlon,Biathlon,Men,10KM,URS,Bronze,,FIN,2,,FIN,4
1992,Biathlon,Biathlon,Men,10KM,FIN,Bronze,,RUS,1,,RUS,2
1994,Biathlon,Biathlon,Men,10KM,RUS,Bronze,,AUT,1,,AUT,2
1998,Biathlon,Biathlon,Men,10KM,FIN,Bronze,,NOR,1,,NOR,2
2002,Biathlon,Biathlon,Men,10KM,AUT,Bronze,,CRO,1,,CRO,2
2006,Biathlon,Biathlon,Men,10KM,NOR,Bronze,,CZE,1,,CZE,8
2010,Biathlon,Biathlon,Men,10KM,CRO,Bronze,,,,,GER,1
2014,Biathlon,Biathlon,Men,10KM,CZE,Bronze,,,,,FRA,1
1980,Biathlon,Biathlon,Men,10KM,GDR,Gold,,GDR,2,,FRG,3
1984,Biathlon,Biathlon,Men,10KM,NOR,Gold,,NOR,4,,,
1988,Biathlon,Biathlon,Men,10KM,GDR,Gold,,GER,2,,,
1992,Biathlon,Biathlon,Men,10KM,GER,Gold,,RUS,2,,,
1994,Biathlon,Biathlon,Men,10KM,RUS,Gold,,FRA,1,,,
1998,Biathlon,Biathlon,Men,10KM,NOR,Gold,,,,,,
2002,Biathlon,Biathlon,Men,10KM,NOR,Gold,,,,,,
2006,Biathlon,Biathlon,Men,10KM,GER,Gold,,,,,,
2010,Biathlon,Biathlon,Men,10KM,FRA,Gold,,,,,,
2014,Biathlon,Biathlon,Men,10KM,NOR,Gold,,,,,,
1980,Biathlon,Biathlon,Men,10KM,URS,Silver,,,,,,
1984,Biathlon,Biathlon,Men,10KM,FRG,Silver,,,,,,
1988,Biathlon,Biathlon,Men,10KM,URS,Silver,,,,,,
1992,Biathlon,Biathlon,Men,10KM,GER,Silver,,,,,,
1994,Biathlon,Biathlon,Men,10KM,GER,Silver,,,,,,
1998,Biathlon,Biathlon,Men,10KM,NOR,Silver,,,,,,
2002,Biathlon,Biathlon,Men,10KM,GER,Silver,,,,,,
2006,Biathlon,Biathlon,Men,10KM,NOR,Silver,,,,,,
2010,Biathlon,Biathlon,Men,10KM,NOR,Silver,,,,,,
2014,Biathlon,Biathlon,Men,10KM,AUT,Silver,,,,,,
2002,Biathlon,Biathlon,Men,12.5Km Pursuit,GER,Bronze,,,,,GER,2
2006,Biathlon,Biathlon,Men,12.5Km Pursuit,GER,Bronze,,,,,FRA,2
2010,Biathlon,Biathlon,Men,12.5Km Pursuit,FRA,Bronze,,,,,NOR,5
2014,Biathlon,Biathlon,Men,12.5Km Pursuit,FRA,Bronze,,,,,SWE,5
2002,Biathlon,Biathlon,Men,12.5Km Pursuit,NOR,Gold,,,,,AUT,2
2006,Biathlon,Biathlon,Men,12.5Km Pursuit,FRA,Gold,,,,,CZE,5
2010,Biathlon,Biathlon,Men,12.5Km Pursuit,SWE,Gold,,,,,,
2014,Biathlon,Biathlon,Men,12.5Km Pursuit,FRA,Gold,,,,,,
2002,Biathlon,Biathlon,Men,12.5Km Pursuit,FRA,Silver,,,,,,
2006,Biathlon,Biathlon,Men,12.5Km Pursuit,NOR,Silver,,,,,,
2010,Biathlon,Biathlon,Men,12.5Km Pursuit,AUT,Silver,,,,,,
2014,Biathlon,Biathlon,Men,12.5Km Pursuit,CZE,Silver,,,,,,
2006,Biathlon,Biathlon,Men,15KM Mass Start,NOR,Bronze,,,,,NOR,2
2010,Biathlon,Biathlon,Men,15KM Mass Start,SVK,Bronze,,,,,SVK,1
2014,Biathlon,Biathlon,Men,15KM Mass Start,CZE,Bronze,,,,,CZE,1
2006,Biathlon,Biathlon,Men,15KM Mass Start,GER,Gold,,,,,GER,1
2010,Biathlon,Biathlon,Men,15KM Mass Start,RUS,Gold,,,,,RUS,1
2014,Biathlon,Biathlon,Men,15KM Mass Start,NOR,Gold,,,,,POL,2
2006,Biathlon,Biathlon,Men,15KM Mass Start,POL,Silver,,,,,FRA,1
2010,Biathlon,Biathlon,Men,15KM Mass Start,FRA,Silver,,,,,,
2014,Biathlon,Biathlon,Men,15KM Mass Start,FRA,Silver,,,,,,
1960,Biathlon,Biathlon,Men,20KM,URS,Bronze,,,,,URS,9
1964,Biathlon,Biathlon,Men,20KM,NOR,Bronze,,,,,NOR,10
1968,Biathlon,Biathlon,Men,20KM,URS,Bronze,,,,,SWE,9
1972,Biathlon,Biathlon,Men,20KM,SWE,Bronze,,,,,GDR,3
1976,Biathlon,Biathlon,Men,20KM,URS,Bronze,,,,,ITA,9
1980,Biathlon,Biathlon,Men,20KM,GDR,Bronze,,,,,GER,5
1984,Biathlon,Biathlon,Men,20KM,NOR,Bronze,,,,,BLR,10
1988,Biathlon,Biathlon,Men,20KM,ITA,Bronze,,,,,RUS,2
1992,Biathlon,Biathlon,Men,20KM,SWE,Bronze,,,,,FRG,3
1994,Biathlon,Biathlon,Men,20KM,GER,Bronze,,,,,EUN,6
1998,Biathlon,Biathlon,Men,20KM,BLR,Bronze,,,,,FRA,2
2002,Biathlon,Biathlon,Men,20KM,RUS,Bronze,,,,,FIN,3
2006,Biathlon,Biathlon,Men,20KM,NOR,Bronze,,,,,,
2014,Biathlon,Biathlon,Men,20KM,RUS,Bronze,,,,,,
1960,Biathlon,Biathlon,Men,20KM,SWE,Gold,,,,,,
1964,Biathlon,Biathlon,Men,20KM,URS,Gold,,,,,,
1968,Biathlon,Biathlon,Men,20KM,NOR,Gold,,,,,,
1972,Biathlon,Biathlon,Men,20KM,NOR,Gold,,,,,,
1976,Biathlon,Biathlon,Men,20KM,URS,Gold,,,,,,
1980,Biathlon,Biathlon,Men,20KM,URS,Gold,,,,,,
1984,Biathlon,Biathlon,Men,20KM,FRG,Gold,,,,,,
1988,Biathlon,Biathlon,Men,20KM,GDR,Gold,,,,,,
1992,Biathlon,Biathlon,Men,20KM,EUN,Gold,,,,,,
1994,Biathlon,Biathlon,Men,20KM,RUS,Gold,,,,,,
1998,Biathlon,Biathlon,Men,20KM,NOR,Gold,,,,,,
2002,Biathlon,Biathlon,Men,20KM,NOR,Gold,,,,,,
2006,Biathlon,Biathlon,Men,20KM,GER,Gold,,,,,,
2010,Biathlon,Biathlon,Men,20KM,NOR,Gold,,,,,,
2014,Biathlon,Biathlon,Men,20KM,FRA,Gold,,,,,,
1960,Biathlon,Biathlon,Men,20KM,FIN,Silver,,,,,,
1964,Biathlon,Biathlon,Men,20KM,URS,Silver,,,,,,
1968,Biathlon,Biathlon,Men,20KM,URS,Silver,,,,,,
1972,Biathlon,Biathlon,Men,20KM,GDR,Silver,,,,,,
1976,Biathlon,Biathlon,Men,20KM,FIN,Silver,,,,,,
1980,Biathlon,Biathlon,Men,20KM,GDR,Silver,,,,,,
1984,Biathlon,Biathlon,Men,20KM,GDR,Silver,,,,,,
1988,Biathlon,Biathlon,Men,20KM,URS,Silver,,,,,,
1992,Biathlon,Biathlon,Men,20KM,GER,Silver,,,,,,
1994,Biathlon,Biathlon,Men,20KM,GER,Silver,,,,,,
1998,Biathlon,Biathlon,Men,20KM,ITA,Silver,,,,,,
2002,Biathlon,Biathlon,Men,20KM,GER,Silver,,,,,,
2006,Biathlon,Biathlon,Men,20KM,NOR,Silver,,,,,,
2010,Biathlon,Biathlon,Men,20KM,BLR,Silver,,,,,,
2010,Biathlon,Biathlon,Men,20KM,NOR,Silver,,,,,,
2014,Biathlon,Biathlon,Men,20KM,GER,Silver,,,,,,
1968,Biathlon,Biathlon,Men,4X7.5KM Relay,SWE,Bronze,,,,,SWE,2
1972,Biathlon,Biathlon,Men,4X7.5KM Relay,GDR,Bronze,,,,,GDR,3
1976,Biathlon,Biathlon,Men,4X7.5KM Relay,GDR,Bronze,,,,,FRG,3
1980,Biathlon,Biathlon,Men,4X7.5KM Relay,FRG,Bronze,,,,,ITA,3
1984,Biathlon,Biathlon,Men,4X7.5KM Relay,FRG,Bronze,,,,,FRA,3
1988,Biathlon,Biathlon,Men,4X7.5KM Relay,ITA,Bronze,,,,,RUS,1
1992,Biathlon,Biathlon,Men,4X7.5KM Relay,SWE,Bronze,,,,,AUT,2
1994,Biathlon,Biathlon,Men,4X7.5KM Relay,FRA,Bronze,,,,,URS,3
1998,Biathlon,Biathlon,Men,4X7.5KM Relay,RUS,Bronze,,,,,GER,5
2002,Biathlon,Biathlon,Men,4X7.5KM Relay,FRA,Bronze,,,,,NOR,3
2006,Biathlon,Biathlon,Men,4X7.5KM Relay,FRA,Bronze,,,,,FIN,3
2010,Biathlon,Biathlon,Men,4X7.5KM Relay,RUS,Bronze,,,,,EUN,5
2014,Biathlon,Biathlon,Men,4X7.5KM Relay,AUT,Bronze,,,,,,
1968,Biathlon,Biathlon,Men,4X7.5KM Relay,URS,Gold,,,,,,
1972,Biathlon,Biathlon,Men,4X7.5KM Relay,URS,Gold,,,,,,
1976,Biathlon,Biathlon,Men,4X7.5KM Relay,URS,Gold,,,,,,
1980,Biathlon,Biathlon,Men,4X7.5KM Relay,URS,Gold,,,,,,
1984,Biathlon,Biathlon,Men,4X7.5KM Relay,URS,Gold,,,,,,
1988,Biathlon,Biathlon,Men,4X7.5KM Relay,URS,Gold,,,,,,
1992,Biathlon,Biathlon,Men,4X7.5KM Relay,GER,Gold,,,,,,
1994,Biathlon,Biathlon,Men,4X7.5KM Relay,GER,Gold,,,,,,
1998,Biathlon,Biathlon,Men,4X7.5KM Relay,GER,Gold,,,,,,
2002,Biathlon,Biathlon,Men,4X7.5KM Relay,NOR,Gold,,,,,,
2006,Biathlon,Biathlon,Men,4X7.5KM Relay,GER,Gold,,,,,,
2010,Biathlon,Biathlon,Men,4X7.5KM Relay,NOR,Gold,,,,,,
2014,Biathlon,Biathlon,Men,4X7.5KM Relay,RUS,Gold,,,,,,
1968,Biathlon,Biathlon,Men,4X7.5KM Relay,NOR,Silver,,,,,,
1972,Biathlon,Biathlon,Men,4X7.5KM Relay,FIN,Silver,,,,,,
1976,Biathlon,Biathlon,Men,4X7.5KM Relay,FIN,Silver,,,,,,
1980,Biathlon,Biathlon,Men,4X7.5KM Relay,GDR,Silver,,,,,,
1984,Biathlon,Biathlon,Men,4X7.5KM Relay,NOR,Silver,,,,,,
1988,Biathlon,Biathlon,Men,4X7.5KM Relay,FRG,Silver,,,,,,
1992,Biathlon,Biathlon,Men,4X7.5KM Relay,EUN,Silver,,,,,,
1994,Biathlon,Biathlon,Men,4X7.5KM Relay,RUS,Silver,,,,,,
1998,Biathlon,Biathlon,Men,4X7.5KM Relay,NOR,Silver,,,,,,
2002,Biathlon,Biathlon,Men,4X7.5KM Relay,GER,Silver,,,,,,
2006,Biathlon,Biathlon,Men,4X7.5KM Relay,RUS,Silver,,,,,,
2010,Biathlon,Biathlon,Men,4X7.5KM Relay,AUT,Silver,,,,,,
2014,Biathlon,Biathlon,Men,4X7.5KM Relay,GER,Silver,,,,,,
1924,Biathlon,Biathlon,Men,Military Patrol,FRA,Bronze,,,,,,
1924,Biathlon,Biathlon,Men,Military Patrol,SUI,Gold,,,,,,
1924,Biathlon,Biathlon,Men,Military Patrol,FIN,Silver,,,,,,
2014,Biathlon,Biathlon,Men,Relay Mix,ITA,Bronze,,,,,ITA,1
2014,Biathlon,Biathlon,Men,Relay Mix,NOR,Gold,,,,,NOR,1
2014,Biathlon,Biathlon,Men,Relay Mix,CZE,Silver,,,,,CZE,1
2002,Biathlon,Biathlon,Women,10KM Pursuit,BUL,Bronze,,,,,BUL,1
2006,Biathlon,Biathlon,Women,10KM Pursuit,RUS,Bronze,,,,,RUS,2
2010,Biathlon,Biathlon,Women,10KM Pursuit,FRA,Bronze,,,,,FRA,1
2014,Biathlon,Biathlon,Women,10KM Pursuit,SLO,Bronze,,,,,SLO,1
2002,Biathlon,Biathlon,Women,10KM Pursuit,RUS,Gold,,,,,GER,2
2006,Biathlon,Biathlon,Women,10KM Pursuit,GER,Gold,,,,,BLR,4
2010,Biathlon,Biathlon,Women,10KM Pursuit,GER,Gold,,,,,SVK,4
2014,Biathlon,Biathlon,Women,10KM Pursuit,BLR,Gold,,,,,NOR,1
2002,Biathlon,Biathlon,Women,10KM Pursuit,GER,Silver,,,,,,
2006,Biathlon,Biathlon,Women,10KM Pursuit,GER,Silver,,,,,,
2010,Biathlon,Biathlon,Women,10KM Pursuit,SVK,Silver,,,,,,
2014,Biathlon,Biathlon,Women,10KM Pursuit,NOR,Silver,,,,,,
2006,Biathlon,Biathlon,Women,12.5KM Mass Start,GER,Bronze,,,,,GER,4
2010,Biathlon,Biathlon,Women,12.5KM Mass Start,GER,Bronze,,,,,NOR,4
2014,Biathlon,Biathlon,Women,12.5KM Mass Start,NOR,Bronze,,,,,SWE,1
2006,Biathlon,Biathlon,Women,12.5KM Mass Start,SWE,Gold,,,,,BLR,1
2010,Biathlon,Biathlon,Women,12.5KM Mass Start,GER,Gold,,,,,RUS,4
2014,Biathlon,Biathlon,Women,12.5KM Mass Start,BLR,Gold,,,,,CZE,1
2006,Biathlon,Biathlon,Women,12.5KM Mass Start,GER,Silver,,,,,,
2010,Biathlon,Biathlon,Women,12.5KM Mass Start,RUS,Silver,,,,,,
2014,Biathlon,Biathlon,Women,12.5KM Mass Start,CZE,Silver,,,,,,
1992,Biathlon,Biathlon,Women,15KM,CAN,Bronze,,,,,CAN,2
1994,Biathlon,Biathlon,Women,15KM,GER,Bronze,,,,,GER,5
1998,Biathlon,Biathlon,Women,15KM,GER,Bronze,,,,,SWE,5
2002,Biathlon,Biathlon,Women,15KM,SWE,Bronze,,,,,RUS,1
2006,Biathlon,Biathlon,Women,15KM,RUS,Bronze,,,,,BLR,2
2010,Biathlon,Biathlon,Women,15KM,BLR,Bronze,,,,,BUL,3
2014,Biathlon,Biathlon,Women,15KM,BLR,Bronze,,,,,NOR,3
1992,Biathlon,Biathlon,Women,15KM,GER,Gold,,,,,EUN,5
1994,Biathlon,Biathlon,Women,15KM,CAN,Gold,,,,,FRA,2
1998,Biathlon,Biathlon,Women,15KM,BUL,Gold,,,,,UKR,1
2002,Biathlon,Biathlon,Women,15KM,GER,Gold,,,,,KAZ,5
2006,Biathlon,Biathlon,Women,15KM,RUS,Gold,,,,,SUI,2
2010,Biathlon,Biathlon,Women,15KM,NOR,Gold,,,,,,
2014,Biathlon,Biathlon,Women,15KM,BLR,Gold,,,,,,
1992,Biathlon,Biathlon,Women,15KM,EUN,Silver,,,,,,
1994,Biathlon,Biathlon,Women,15KM,FRA,Silver,,,,,,
1998,Biathlon,Biathlon,Women,15KM,UKR,Silver,,,,,,
2002,Biathlon,Biathlon,Women,15KM,NOR,Silver,,,,,,
2006,Biathlon,Biathlon,Women,15KM,GER,Silver,,,,,,
2010,Biathlon,Biathlon,Women,15KM,KAZ,Silver,,,,,,
2014,Biathlon,Biathlon,Women,15KM,SUI,Silver,,,,,,
2006,Biathlon,Biathlon,Women,4X6KM Relay,FRA,Bronze,,,,,FRA,2
2010,Biathlon,Biathlon,Women,4X6KM Relay,GER,Bronze,,,,,GER,2
2014,Biathlon,Biathlon,Women,4X6KM Relay,NOR,Bronze,,,,,NOR,1
2006,Biathlon,Biathlon,Women,4X6KM Relay,RUS,Gold,,,,,RUS,3
2010,Biathlon,Biathlon,Women,4X6KM Relay,RUS,Gold,,,,,UKR,3
2014,Biathlon,Biathlon,Women,4X6KM Relay,UKR,Gold,,,,,,
2006,Biathlon,Biathlon,Women,4X6KM Relay,GER,Silver,,,,,,
2010,Biathlon,Biathlon,Women,4X6KM Relay,FRA,Silver,,,,,,
2014,Biathlon,Biathlon,Women,4X6KM Relay,RUS,Silver,,,,,,
1992,Biathlon,Biathlon,Women,4X7.5KM Relay,EUN,Bronze,,,,,EUN,
1994,Biathlon,Biathlon,Women,4X7.5KM Relay,FRA,Bronze,,,,,FRA,
1998,Biathlon,Biathlon,Women,4X7.5KM Relay,NOR,Bronze,,,,,NOR,
2002,Biathlon,Biathlon,Women,4X7.5KM Relay,RUS,Bronze,,,,,RUS,
1992,Biathlon,Biathlon,Women,4X7.5KM Relay,FRA,Gold,,,,,GER,
1994,Biathlon,Biathlon,Women,4X7.5KM Relay,RUS,Gold,,,,,,
1998,Biathlon,Biathlon,Women,4X7.5KM Relay,GER,Gold,,,,,,
2002,Biathlon,Biathlon,Women,4X7.5KM Relay,GER,Gold,,,,,,
1992,Biathlon,Biathlon,Women,4X7.5KM Relay,GER,Silver,,,,,,
1994,Biathlon,Biathlon,Women,4X7.5KM Relay,GER,Silver,,,,,,
1998,Biathlon,Biathlon,Women,4X7.5KM Relay,RUS,Silver,,,,,,
2002,Biathlon,Biathlon,Women,4X7.5KM Relay,NOR,Silver,,,,,,
1992,Biathlon,Biathlon,Women,7.5KM,EUN,Bronze,,,,,EUN,
1994,Biathlon,Biathlon,Women,7.5KM,UKR,Bronze,,,,,UKR,
1998,Biathlon,Biathlon,Women,7.5KM,GER,Bronze,,,,,GER,
2002,Biathlon,Biathlon,Women,7.5KM,SWE,Bronze,,,,,SWE,
2006,Biathlon,Biathlon,Women,7.5KM,UKR,Bronze,,,,,FRA,
2010,Biathlon,Biathlon,Women,7.5KM,FRA,Bronze,,,,,CAN,
2014,Biathlon,Biathlon,Women,7.5KM,UKR,Bronze,,,,,RUS,
1992,Biathlon,Biathlon,Women,7.5KM,EUN,Gold,,,,,SVK,
1994,Biathlon,Biathlon,Women,7.5KM,CAN,Gold,,,,,BLR,
1998,Biathlon,Biathlon,Women,7.5KM,RUS,Gold,,,,,,
2002,Biathlon,Biathlon,Women,7.5KM,GER,Gold,,,,,,
2006,Biathlon,Biathlon,Women,7.5KM,FRA,Gold,,,,,,
2010,Biathlon,Biathlon,Women,7.5KM,SVK,Gold,,,,,,
2014,Biathlon,Biathlon,Women,7.5KM,SVK,Gold,,,,,,
1992,Biathlon,Biathlon,Women,7.5KM,GER,Silver,,,,,,
1994,Biathlon,Biathlon,Women,7.5KM,BLR,Silver,,,,,,
1998,Biathlon,Biathlon,Women,7.5KM,GER,Silver,,,,,,
2002,Biathlon,Biathlon,Women,7.5KM,GER,Silver,,,,,,
2006,Biathlon,Biathlon,Women,7.5KM,SWE,Silver,,,,,,
2010,Biathlon,Biathlon,Women,7.5KM,GER,Silver,,,,,,
2014,Biathlon,Biathlon,Women,7.5KM,RUS,Silver,,,,,,
2014,Biathlon,Biathlon,Women,Relay Mix,ITA,Bronze,,,,,ITA,
2014,Biathlon,Biathlon,Women,Relay Mix,NOR,Gold,,,,,NOR,
2014,Biathlon,Biathlon,Women,Relay Mix,CZE,Silver,,,,,CZE,
1928,Bobsleigh,Bobsleigh,Men,Five-Man,GER,Bronze,,,,,,
1928,Bobsleigh,Bobsleigh,Men,Five-Man,USA,Gold,,,,,,
1928,Bobsleigh,Bobsleigh,Men,Five-Man,USA,Silver,,,,,,
1924,Bobsleigh,Bobsleigh,Men,Four-Man,BEL,Bronze,,,,,BEL,
1932,Bobsleigh,Bobsleigh,Men,Four-Man,GER,Bronze,,,,,GER,
1936,Bobsleigh,Bobsleigh,Men,Four-Man,GBR,Bronze,,,,,GBR,
1948,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Bronze,,,,,USA,
1952,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Bronze,,,,,SUI,
1956,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Bronze,,,,,ITA,
1964,Bobsleigh,Bobsleigh,Men,Four-Man,ITA,Bronze,,,,,FRG,
1968,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Bronze,,,,,GDR,
1972,Bobsleigh,Bobsleigh,Men,Four-Man,FRG,Bronze,,,,,URS,
1976,Bobsleigh,Bobsleigh,Men,Four-Man,FRG,Bronze,,,,,FRA,
1980,Bobsleigh,Bobsleigh,Men,Four-Man,GDR,Bronze,,,,,CAN,
1984,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Bronze,,,,,AUT,
1988,Bobsleigh,Bobsleigh,Men,Four-Man,URS,Bronze,,,,,RUS,
1992,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Bronze,,,,,LAT,
1994,Bobsleigh,Bobsleigh,Men,Four-Man,GER,Bronze,,,,,,
1998,Bobsleigh,Bobsleigh,Men,Four-Man,FRA,Bronze,,,,,,
1998,Bobsleigh,Bobsleigh,Men,Four-Man,GBR,Bronze,,,,,,
2002,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Bronze,,,,,,
2006,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Bronze,,,,,,
2010,Bobsleigh,Bobsleigh,Men,Four-Man,CAN,Bronze,,,,,,
2014,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Bronze,,,,,,
1924,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Gold,,,,,,
1932,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Gold,,,,,,
1936,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Gold,,,,,,
1948,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Gold,,,,,,
1952,Bobsleigh,Bobsleigh,Men,Four-Man,FRG,Gold,,,,,,
1956,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Gold,,,,,,
1964,Bobsleigh,Bobsleigh,Men,Four-Man,CAN,Gold,,,,,,
1968,Bobsleigh,Bobsleigh,Men,Four-Man,ITA,Gold,,,,,,
1972,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Gold,,,,,,
1976,Bobsleigh,Bobsleigh,Men,Four-Man,GDR,Gold,,,,,,
1980,Bobsleigh,Bobsleigh,Men,Four-Man,GDR,Gold,,,,,,
1984,Bobsleigh,Bobsleigh,Men,Four-Man,GDR,Gold,,,,,,
1988,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Gold,,,,,,
1992,Bobsleigh,Bobsleigh,Men,Four-Man,AUT,Gold,,,,,,
1994,Bobsleigh,Bobsleigh,Men,Four-Man,GER,Gold,,,,,,
1998,Bobsleigh,Bobsleigh,Men,Four-Man,GER,Gold,,,,,,
2002,Bobsleigh,Bobsleigh,Men,Four-Man,GER,Gold,,,,,,
2006,Bobsleigh,Bobsleigh,Men,Four-Man,GER,Gold,,,,,,
2010,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Gold,,,,,,
2014,Bobsleigh,Bobsleigh,Men,Four-Man,RUS,Gold,,,,,,
1924,Bobsleigh,Bobsleigh,Men,Four-Man,GBR,Silver,,,,,,
1932,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Silver,,,,,,
1936,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Silver,,,,,,
1948,Bobsleigh,Bobsleigh,Men,Four-Man,BEL,Silver,,,,,,
1952,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Silver,,,,,,
1956,Bobsleigh,Bobsleigh,Men,Four-Man,ITA,Silver,,,,,,
1964,Bobsleigh,Bobsleigh,Men,Four-Man,AUT,Silver,,,,,,
1968,Bobsleigh,Bobsleigh,Men,Four-Man,AUT,Silver,,,,,,
1972,Bobsleigh,Bobsleigh,Men,Four-Man,ITA,Silver,,,,,,
1976,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Silver,,,,,,
1980,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Silver,,,,,,
1984,Bobsleigh,Bobsleigh,Men,Four-Man,GDR,Silver,,,,,,
1988,Bobsleigh,Bobsleigh,Men,Four-Man,GDR,Silver,,,,,,
1992,Bobsleigh,Bobsleigh,Men,Four-Man,GER,Silver,,,,,,
1994,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Silver,,,,,,
1998,Bobsleigh,Bobsleigh,Men,Four-Man,SUI,Silver,,,,,,
2002,Bobsleigh,Bobsleigh,Men,Four-Man,USA,Silver,,,,,,
2006,Bobsleigh,Bobsleigh,Men,Four-Man,RUS,Silver,,,,,,
2010,Bobsleigh,Bobsleigh,Men,Four-Man,GER,Silver,,,,,,
2014,Bobsleigh,Bobsleigh,Men,Four-Man,LAT,Silver,,,,,,
1932,Bobsleigh,Bobsleigh,Men,Two-Man,USA,Bronze,,,,,USA,
1936,Bobsleigh,Bobsleigh,Men,Two-Man,USA,Bronze,,,,,SUI,
1948,Bobsleigh,Bobsleigh,Men,Two-Man,USA,Bronze,,,,,ITA,
1952,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Bronze,,,,,ROU,
1956,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Bronze,,,,,GDR,
1964,Bobsleigh,Bobsleigh,Men,Two-Man,ITA,Bronze,,,,,URS,
1968,Bobsleigh,Bobsleigh,Men,Two-Man,ROU,Bronze,,,,,GER,
1972,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Bronze,,,,,RUS,
1976,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Bronze,,,,,FRG,
1980,Bobsleigh,Bobsleigh,Men,Two-Man,GDR,Bronze,,,,,GBR,
1984,Bobsleigh,Bobsleigh,Men,Two-Man,URS,Bronze,,,,,CAN,
1988,Bobsleigh,Bobsleigh,Men,Two-Man,GDR,Bronze,,,,,,
1992,Bobsleigh,Bobsleigh,Men,Two-Man,GER,Bronze,,,,,,
1994,Bobsleigh,Bobsleigh,Men,Two-Man,ITA,Bronze,,,,,,
1998,Bobsleigh,Bobsleigh,Men,Two-Man,GER,Bronze,,,,,,
2002,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Bronze,,,,,,
2006,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Bronze,,,,,,
2010,Bobsleigh,Bobsleigh,Men,Two-Man,RUS,Bronze,,,,,,
2014,Bobsleigh,Bobsleigh,Men,Two-Man,USA,Bronze,,,,,,
1932,Bobsleigh,Bobsleigh,Men,Two-Man,USA,Gold,,,,,,
1936,Bobsleigh,Bobsleigh,Men,Two-Man,USA,Gold,,,,,,
1948,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Gold,,,,,,
1952,Bobsleigh,Bobsleigh,Men,Two-Man,FRG,Gold,,,,,,
1956,Bobsleigh,Bobsleigh,Men,Two-Man,ITA,Gold,,,,,,
1964,Bobsleigh,Bobsleigh,Men,Two-Man,GBR,Gold,,,,,,
1968,Bobsleigh,Bobsleigh,Men,Two-Man,ITA,Gold,,,,,,
1972,Bobsleigh,Bobsleigh,Men,Two-Man,FRG,Gold,,,,,,
1976,Bobsleigh,Bobsleigh,Men,Two-Man,GDR,Gold,,,,,,
1980,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Gold,,,,,,
1984,Bobsleigh,Bobsleigh,Men,Two-Man,GDR,Gold,,,,,,
1988,Bobsleigh,Bobsleigh,Men,Two-Man,URS,Gold,,,,,,
1992,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Gold,,,,,,
1994,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Gold,,,,,,
1998,Bobsleigh,Bobsleigh,Men,Two-Man,CAN,Gold,,,,,,
1998,Bobsleigh,Bobsleigh,Men,Two-Man,ITA,Gold,,,,,,
2002,Bobsleigh,Bobsleigh,Men,Two-Man,GER,Gold,,,,,,
2006,Bobsleigh,Bobsleigh,Men,Two-Man,GER,Gold,,,,,,
2010,Bobsleigh,Bobsleigh,Men,Two-Man,GER,Gold,,,,,,
2014,Bobsleigh,Bobsleigh,Men,Two-Man,RUS,Gold,,,,,,
1932,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Silver,,,,,,
1936,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Silver,,,,,,
1948,Bobsleigh,Bobsleigh,Men,Two-Man,SUI,Silver,,,,,,
1952,Bobsleigh,Bobsleigh,Men,Two-Man,USA,Silver,,,,,,
